,reviews_raw,language,reviews
232,Os benefícios da empresa são atrativos. Bom ambiente de trabalho. O clima entre os colaboradores é amigável e receptivo. Tem uma boa estrutura de trabalho.,p,The benefits of the company are attractive. Good work environment. The atmosphere between the employees is friendly and receptive. It has a good structure of work.
233,"Aprendizado bom, muita experiencia adquirida. Trabalhar na BRF me abriu várias portas no ramo da gestão, onde enfim consegui voltar a estudar.",p,"Good learning, lots of acquired experience. Working at BRF opened several doors for me in management, where I was able to go back to school."
234,"A hierarquia é bem acessível se você demonstrar interesse e desempenho. Mesmo funcionários de baixo escalão, tem acesso a diversos benefícios da empresa.",p,The hierarchy is very accessible if you show interest and performance. Even low-level employees have access to various company benefits.
235,"A empresa matem seus padrões de fabrica, cuidados e de trabalho em qualquer localidade. a unidade onde trabalhava era muito boa em treinamentos, eles dão prioridades em manter seus funcionarios informados e bem treinados.",p,"The company mounts its manufacturing, care and work standards in any location. the unit where they worked was very good at training, they give priority to keeping their officials well informed and well trained."
236,"Empresa global e dinâmica, que funciona muito bem apesar de uma cadeia produtiva complexa. Impulsiona muito a economia local da cidade em que está inserida.",p,A global and dynamic company that works very well despite a complex production chain. It boosts the local economy of the city in which it is inserted.
237,"Em geral, tudo dentro da empresa é bom, pois fornecem ótimos planos para os funcionários,sem contar com o plano de saúde que além de ajudar os funcionários, atendem também os filhos da gente.",p,"In general, everything inside the company is good, as they provide great plans for the employees, not counting the health plan that besides helping the employees, also attend the children of the people."
238,"vários benefícios, refeitório próprio, possibilidade de crescimento, incentivo aos estudos",p,"various benefits, own dining room, possibility of growth, encouragement of studies"
239,Hierarquia e disciplina e valorização na parte dos encarregados pra cima dos funcionários salários bases parece ser bons mas nao sei se é bom para todos,p,Hierarchy and discipline and appreciation on the part of the caretakers up the employees base wages seems to be good but do not know if it is good for everyone
240,Benefícios e pontualidade para pagamento de salário. Empresa que já estimulou muito seus funcionários com ótimos desafios e oportunidades de trabalho.,p,Benefits and punctuality for payment of salary. Company that has already greatly stimulated its employees with great challenges and job opportunities.
241,Como ponto positivo vejo de destaque o clima e as pessoas. O ambiente se torna agradável e familiar. Isso depende muito da área e localidade..,p,As a positive I see the weather and the people. The environment becomes pleasant and familiar. This depends a lot on the area and locality ..
242,"Empresa consolidada com um excelente nível de cultural, possui inúmeras unidades instaladas no Brasil possibilitando diversas possibilidades de carreira.",p,"Consolidated company with an excellent level of cultural, has numerous units installed in Brazil allowing several career possibilities."
243,"Horário um pouco flexível Poder trabalhar em outras unidades quando necessário. Cred Brf, banco da Brf que dá alguns benefícios ao colaborador",p,"A little flexible time to work in other units when necessary. Cred Brf, Brf bank that gives some benefits to the collaborator"
244,"Benefícios interessantes para o interior do estado de São Paulo, treinamento regular, boas diretrizes, ambiente de trabalho satisfatório.....",p,"Interesting benefits for the interior of the state of S\303\243o Paulo, regular training, good guidelines, satisfactory work environment ....."
245,Crescimentos e desafios fazem da BRF um bom lugar para início de carreira e caso queira um avanço acelerado. O clima é informal e você se sente em casa.,p,Growth and challenges make BRF a good place to start and if you want to make a breakthrough. The weather is informal and you feel at home.
246,"Conhecimento aplicado é absurdo, com sua cadeia de produção extremamente grande, podendo aplicar seus conhecimento e adiquir novos desde agropoecuária ate industrial, do início ao final do processo.",p,"Knowledge applied is absurd, with its extremely large production chain, being able to apply its knowledge and add new ones from agro-industrial to industrial, from the beginning to the end of the process."
247,"O plano de carreira é extremamente interessante, além de possuir colaboradores que são flexíveis a rápidas mudanças estratégicas da empresa.",p,"The career plan is extremely interesting, in addition to having employees who are flexible to rapid strategic changes of the company."
248,"Os benefícios que a empresa dar, a empresa dar ticket alimentação tendo um refeitório na própria empresa e nunca atrasou o salário e paga bem",p,"The benefits that the company give, the company give food ticket having a cafeteria in the company itself and never delayed the salary and pays well"
249,Vagas internas divulgadas com frequência kits funcionários distribuídos mensalmente Plano de carreira se aliado as pessoas certas Pagamento e benefícios em dia com o funcionário,p,Frequently advertised internships kits employees distributed monthly Career plan if allied with the right people Pay and benefits up-to-date with the employee
250,"Lugar bom de se trabalhar, com metas, empresa com compromisso. O que temos que ter sempre em mente é que a competitividade nas transações comerciais é uma das consequências dos métodos utilizados na avaliação de resultados",p,"Good place to work, with goals, company with commitment. What we have to keep in mind is that competitiveness in commercial transactions is one of the consequences of the methods used in the evaluation of results"
251,"Empresa que busca qualidade na fabricação dos produtos, tem benefícios, o salário é pago senpre em dia, os benefícios auxiliam na renda da família",p,"Company that looks for quality in the manufacture of products, has benefits, the salary is paid promptly, the benefits aid in the income of the family"
252,Amplo espaço para criar e fazer a diferença. Empresa com grande oportunidade para os engajados. Empresa líder com marcas vencedoras. Salários compatíveis.,p,Ample space to create and make a difference. Company with great opportunity for the engaged. Leading company with winning brands. Compatible wages.
253,"Crescimento profissional pela dimensão da empresa, muitas áreas e oportunidades de crescimento, se antenados podemos seguir longe e consolidar uma bela carreira, dependendo de si mesmo.",p,"Professional growth by the size of the company, many areas and growth opportunities, if tuned we can follow away and consolidate a beautiful career, depending on itself."
254,Horário de trabalho.,p,Work schedule.
255,Buen lugar para ascender verticalmente en tu carrera.,p,Good place to ascend vertically in your career.
256,"Empresa com ótimos benefícios, muito organizada, salário e benefícios pagos em dia. Uma empresa que valoriza o cuidado com o funcionário, integração impecável.",p,"Company with great benefits, very organized, salary and benefits paid on time. A company that values care with the employee, impeccable integration."
257,"Empresa séria no ramo alimentício, com comprometimento a atender os cliente, fornecedores e colaboradores. Salario para supervisor muito bom.",p,"Serious company in the food business, with commitment to serve customers, suppliers and employees. Salary for very good supervisor."
258,"Pessoas, oportunidades de crescimento profissional bem como pessoal. Alimentação na empresa era bacana. Contato direto com gerentes e demais.",p,"People, opportunities for professional as well as personal growth. Food at the company was nice. Direct contact with managers and others."
259,Capital intelectual contribui para o desenvolvimento profissional e pessoal. Os recursos disponibilizados para execucao do trabalho sao de excelente qualidade.,p,Intellectual capital contributes to professional and personal development. The resources available to perform the work are of excellent quality.
260,Bom plano de carreira Bons benefícios Boas oportunidades para crescer Reuniões construtivas Boas Palestras Empresa preocupada com o bem estar do funcionário,p,Good Career Plan Good Benefits Good Opportunities to Grow Constructive Meetings Good Lectures Company Worried About Employee Well-Being
261,Awesome learnig experience and good environment,e,Awesome learnig experience and good environment
262,Flexibilidade de horário perto da residência oportunidade de executar melhorias em equipamentos equipe construtiva,p,Flexibility of schedule near the residence opportunity to execute improvements in equipment constructive team
263,"È muito flexível , oportunidades de experiência internacional, permite troca de marido e relacionamentos abertos. Promove culturas inovadoras",p,"She is very flexible, offers international experience, allows her husband to change and open relationships. Promotes innovative cultures"
264,"Possível obter bastante conhecimento em diversas áreas, considerando que a empresa é dona de toda cadeia e interage com diversas áreas externas.",p,"Possible to obtain enough knowledge in several areas, considering that the company owns the whole chain and interacts with several external areas."
265,"Planos de carreira, benefícios.",p,"Career plans, benefits."
266,"Comida,horarios de serviços,pagamento,empresa de qualidade.",p,"Food, service schedules, payment, quality company."
267,"A empresa da boas condições de trabalho, presa bastante o bem estar do funcionário para realizar um bom trabalho e bater as metas da filial.",p,The company\'s good working conditions trapped the well-being of the employee to do a good job and hit the goals of the affiliate.
268,"Formadora para o mercado, ajuda ter grande relacionamento com os clientes e consumidores, proporcionando uma visão ampla e critica do mercado.",p,"Trainer for the market, helps have a great relationship with customers and consumers, providing a broad and critical view of the market."
269,"Estimula o aprendizado, trabalho em equipe e desenvolvimento profissional, além dos benefícios que a empresa fornece para seus colaboradores.",p,"It stimulates learning, teamwork and professional development, as well as the benefits that the company provides to its employees."
270,Empresa de renome com uma rotina que empolga a trabalhar. Sempre inovando em seus processos e projetos para melhorar a eficiência da cadeia.,p,Renowned company with a routine that excites you to work. Always innovating in their processes and projects to improve chain efficiency.
271,"Empressa muito boa, porém serviço um pocuco puxado, conferente tem que conferir, e bater a carga no caminhão reponsabilidade total, eo ajudante ganha igual ao coferente, la na expedição todos ganhao igual.",p,"It is a very good service, but it is a service that has been pulled, a lecturer has to check, and beat the load on the truck, total responsibility, and the helper wins equal to the coferent, in the expedition everyone wins the same."
272,"A empresa conta com um atrativo pacote de benefícios. Além de restaurante na empresa os funcionários ainda contam com uma cesta básica mensal de produtos, que nos dias de hoje ajuda muito, pois custo com proteína animal está caro, como tudo no Brasil.",p,"The company has an attractive package of benefits. In addition to a restaurant in the company, the employees still have a basic monthly basket of products, which today helps a lot, since cost with animal protein is expensive, as everything in Brazil."
273,"Não atrasa salários, disposta a pagar todos os direitos do trabalhador. VR com valor de R$ 28,00 por dia. A cesta mensal é de congelados marcas Sadia e perdigão.",p,"Do not delay wages, willing to pay all the rights of the worker. VR with a value of R $ 28,00 per day. The monthly basket is from frozen Sadia brands and pellet."
274,"Oportunidade de crescimento.Uma empresa onde se você tiver foco no seu trabalho rapidamente consegue uma promocão,principalmente no setor de marketing.",p,"Opportunity for growth. A company where you focus on your work quickly gets a promotion, especially in the marketing sector."
275,"Uma empresa grande, com excelente estrutura e ótimos profissionais. Possui benefícios compatíveis com o mercado. Um ambiente bom para se trabalhar. E um aprendizado muito grande com o passar do tempo e a experiência adquirida nos processos é enorme. Existe uma preocupação bem grande com a segurança do colaborador (SSMA) e com as políticas de transparência da empresa.",p,"A great company, with excellent structure and great professionals. It has benefits compatible with the market. A good environment to work with. And a great learning over time and the experience gained in the processes is enormous. There is a very strong concern with employee safety (EHS) and company transparency policies."
276,"La flexibilidad, la gente, la semana adiccional de vacaciones y el home office, muy buen servicio de comida y las oportunidades de ascenso..",p,"Flexibility, people, addictive holiday week and home office, very good food service and promotion opportunities .."
277,Good work environment and fellowship,e,Good work environment and fellowship
278,"ambiente de trabalho agradavel... tanto na estética como no trabalho em equipe. Lá encontrará pessoas que lhe ajudarão a crescer profissionalmente e amigos para vida toda, alem de existir uma transparência com os funcionários",p,"pleasant work environment ... both in aesthetics and in teamwork. There you will find people who will help you grow professionally and friends for life, in addition to being transparent with employees"
279,"Sendo determinado e correndo atrás dos teus sonhos a empresa tem um plano de carreira incrível, todos são capazes de alcançar os objetivos dentro da empresa",p,"Being determined and running after your dreams the company has an incredible career plan, everyone is able to achieve the goals within the company"
280,"Muito acolhedora, ótimos benefícios, todos os funcionários parecem se dar bem uns com os outros, o que torna o ambiente de trabalho muito mais confortável.",p,"Very welcoming, great benefits, all the staff seem to get along well with each other, which makes the work environment much more comfortable."
281,horario muito bom varias oportunidades de crecimento horarios de janta e fadigas muito bom supervisores muitos bons pagamento nao atrasa nota 10,p,schedule very good several growth opportunities schedules of dinner and fatigues very good supervisors many good payment does not delay note 10
282,É uma empresa muito boa de se trabalhar. Tem muito incentivo de crescimento. Amo o meu trabalho na BRF melhor empresa para se trabalhar.,p,It\'s a very good company to work with. It has a lot of growth incentive. I love my job at BRF best company to work for.
283,Pessoas fantásticas dentro do chão de fábrica e na empresa toda. Os valores da empresa cativam e motivam e tem bastante oportunidade de crescimento na empresa.,p,Fantastic people inside the factory floor and the whole company. The company values captivate and motivate and has plenty of opportunity for growth in the company.
284,"Muitas oportunidades, conhecimento em várias áreas de negócio, empresa com grande respeito no mercado e com valor social, funcionários que vestem a camisa",p,"Many opportunities, knowledge in various areas of business, company with great respect in the market and with social value, employees who wear the shirt"
285,"Bastante ferramentas de auxílio para as vendas, salários são muito bom e também tem a possibilidade de crescimento dentra da organização com valorização de carreira",p,"Enough tools to help sales, salaries are very good and also has the potential for growth within the organization with career enhancement"
286,Carreira bem alavancada com alta perspectica de futuro bem conceituada Carreira bem alavancada com alta perspectica de futuro bem conceituada,p,Well-leveraged career with high perspective of well-regarded future Well-leveraged career with high perspective of well-regarded future
287,"Trabalho de equipe e clima favorável, pessoas pró ativas é a empresa oferece ótimos benefícios. Tem carro para vendedores e pensam na qualidade do trabalho fazendo o clima ser único e dinâmico.",p,"Teamwork and favorable climate, proactive people is the company offers great benefits. It has a car for sellers and they think about the quality of the work, making the climate unique and dynamic."
288,"Trabalhar no corporativo da BRF foi muito legal pois tive a oportunidade de conhecer muitas cidades diferentes no Brasil, muitos países e muitas pessoas diferentes. Isso agregou muita experiência na minha carreira.",p,"Working at BRF\'s corporate was very cool because I had the opportunity to meet many different cities in Brazil, many countries and many different people. This has added a lot of experience in my career."
289,Oportunidades de crescimento ................................................................................................................,p,Opportunities for growth ............................................... .................................................. (I.e.
290,"Empresa dinâmica, com oportunidade de crescimento. Boa integração entre funcionarios, possibilidade de contato direto com diversos níveis de hierarquia.",p,"Dynamic company, with opportunity for growth. Good integration among officials, possibility of direct contact with different levels of hierarchy."
291,"Benefícios, suporte em todos os setores que precisar, todos os gestores trabalham com respeito e dedicação a todos os subordinados, resumindo uma empresa onde quero seguir uma carreira promissora.",p,"Benefits, support in all sectors you need, all managers work with respect and dedication to all subordinates, summarizing a company where I want to pursue a promising career."
292,"Benefícios ,horários,",p,"Benefits, schedules,"
293,"Qualidade no emprego, bons colegas, trabalho agradável bom salário, compatível com a função. Bons benefícios, como seguro de vida cesta básica e plano de saúde.",p,"Quality in employment, good colleagues, nice job good salary, compatible with function. Good benefits such as basic basket life insurance and health insurance."
294,A vontade de gerar valor é o diferencial. Todos estão engajados na busca da melhoria contínua. A empresa fornece também grande estabilidade profissional.,p,The desire to generate value is the differential. All are engaged in the pursuit of continuous improvement. The company also provides great professional stability.
295,Cumprimento com a segurança e saúde dos seus colaboradores. Plano de carreira para seus funcionários. Processo produtivo bem moderno com novas tecnologias.,p,Compliance with the safety and health of its employees. Career plan for your employees. Very modern production process with new technologies.
296,"Ótimo ambiente de trabalho, com bons comandantes e valorização do funcionário. Ótimo lugar para crescer profissionalmente, recomendo e indico.",p,"Great work environment, with good commanders and employee appreciation. Great place to grow professionally, recommend and point out."
297,"Empresa em segmento alimentício, oferecendo estabilidade, muitas movimentações de cargo, em constante mudança, foco em produção enxuta, solida.",p,"Company in food segment, offering stability, many cargo moves, constantly changing, focus on lean production, solid."
298,Tratamento. Auxílio a funcionários. Respeito. Facilidades. Bom ambiente. Pessoas legais. Todos se ajudam e tornam o trabalho mais produtivo.,p,Treatment. Assistance to employees. Respect. Facilities. Good environment. Cool people. Everyone helps each other and makes work more productive.
299,Plano de carreira e possibilidade de contratação para estagiários e trainees. Possibilidade de atuação em diversas áreas. Incentiva continuidade nos estudos.,p,Career plan and possibility of hiring for interns and trainees. Possibility of acting in several areas. It encourages continuity in studies.
300,"Ambiente saudável e equilibrado. Oportunidade de desenvolvimento e aprendizagem, aceitação de propostas. O local onde a empresa se encontra é bem localizado.",p,"Healthy and balanced environment. Opportunity for development and learning, acceptance of proposals. The place where the company is located is well located."
301,"Pagamento em dia, sem preocupações referente à passagem e vale alimentação. Uniforme devido para a área de operação. .",p,"Payment in day, without worries regarding the ticket and food. Uniform due to the operating area. ."
302,"Postura das pessoas são legais, clima e roupas, refeição no ambiente também é bem legal, É até transporte, junto com equipamentos de EPI's que ajuda na segurança",p,"Posture of the people are cool, weather and clothes, meal in the environment is also very cool, It is up to transport, along with PPE equipment that helps in safety"
303,Empresa Boa de trabalhador tem alguns benefícios e salário bom. Pessoas que realmente precisa de serviço gosta de ficar lá mais que não gosta,p,Good worker company has some good pay and benefits. People who really need service like to stay there more that they do not like
304,"Reconhecimento, quinquênio, plano de carreira, benefícios, estabilidade, plano de saúde muito bom. Um bom lugar para trabalhar, construi a minha família lá dentro.",p,"Recognition, quinquennial, career plan, benefits, stability, very good health plan. A good place to work, I built my family in there."
305,"Fretado fornecido pela empresa, um refeitório farto muito, a empresa e boa fornece todos epi's não precisa levar pra casa para lavar pois la tem lavanderia",p,"Fretado provided by the company, a very hearty canteen, the company and good provides all epi\'s do not need to take home to wash because la has laundry"
306,"Incentivam o trabalho em equipe, o crescimento profissional lá dentro. São muito organizados e o plano de carreira é bem nítido. Quem quiser realmente crescer lá encontra oportunidades",p,"They encourage teamwork, professional growth in there. They are very organized and the career plan is very clear. Those who really want to grow there find opportunities"
307,"Empresa multinacional, possui muita oportunidade para se desenvolver e também para assumir novas responsabilidades, os gestores são lideres e apoiam seus liderados.",p,"Multinational company, has a lot of opportunity to develop and also to take on new responsibilities, managers are leaders and support their leaders."
308,"companheirismo e união com os colegas de trabalho, bom ambiente e bem organizado, paga os salários em dia, dão oportunidades de crescimento .",p,"companionship and union with co-workers, good atmosphere and well organized, paid salaries on time, give opportunities for growth."
309,"Empresa de referencial mundial, ótima para se trabalhar, equipe acolhedora e dedicada quanto ao seu trabalho, sempre engajando a todos a busca por suprir as necessidades da equipe",p,"Company with worldwide reference, great to work, warm and dedicated staff in their work, always engaging everyone in the quest to meet the needs of the team"
310,"As experiências, as possibilidades de fazer acontecer. Os benefícios também são pontos positivos que ajudam muito o funcionário. O salario também.",p,"The experiences, the possibilities to make happen. The benefits are also good points that greatly help the employee. The salary too."
311,"somente o salario e beneficios ,poderia melhorar bastante",p,"only salary and benefits, could improve significantly"
312,Uma empresa séria e comprometida com o cliente.uma empresa grande que que hrs muitos empregos uma empresa que auxilia com benefícios e que se preocupa com segurança do funcionário,p,A serious and committed company to the client. A great company that hrs many jobs a company that assists with benefits and that worries about employee safety
313,"Ótimo ambiente de trabalho, com bons comandantes e valorização do funcionário. Indico com toda certeza. ................................................................................................................................................................................................................................................................................................................................................",p,"Great work environment, with good commanders and employee appreciation. I indicate for sure. .................................................. .................................................. .................................................. .................................................. .................................................. .................................................. ...................................."
314,"Plano de Carreira, a empresa da oportunidade para os colaboradores se desenvolver e assumir novas oportunidades na carreira. Muito satisfeito com o plano oferecido pela cia.",p,"Career Plan, the company\'s opportunity for employees to develop and take on new career opportunities. Very pleased with the plan offered by the company."
315,"Ambiente é muito legal. Bom de trabalhar, pessoas são muito legais. Prédio é bem legal, localização boa. Refeição no local, almoço e janta muito bons.",p,"Environment is very cool. Good job, people are cool. Building is pretty cool, location good. Meal on site, lunch and dinner very good."
316,"A dinâmica da empresa faz com que aprenda, te fornece treinamentos e qualificação. É um excelente ambiente para crescimento profissional, empresa inovadora e aberta a soluções sustentáveis.",p,"The dynamics of the company makes you learn, provides training and qualification. It is an excellent environment for professional growth, innovative company and open to sustainable solutions."
317,"A empresa é gigante e tem diversas oportunidades, tanto no Brasil quanto fora. Outro ponto positivo é a autonomia que temos, por ser uma empresa brasileiras não é tão burocrática e nos dá liberada para arriscarmos.",p,"The company is a giant and has several opportunities, both in Brazil and abroad. Another positive point is the autonomy that we have, being a Brazilian company is not so bureaucratic and gives us liberated to risk."
318,"Aprendizado continuo, devido ao alto volume e complexidade da cadeia de produção e entrega. Oportunidade de conhecer outras áreas com falidade.",p,"Continuous learning, due to the high volume and complexity of the production and delivery chain. Opportunity to know other areas with bankruptcy."
319,"Lack of processes, procedures, organization.",p,"Lack of processes, procedures, organization."
320,"Lugar agradável de trabalhar, pessoas se respeitao e se ajudam, tem planos de saúde, vale mercado como também mercadinho interno venda de produtos da marca interna muito legal.",p,"Nice place to work, people respect and help themselves, have health plans, market value as well as internal market selling internal brand products very legal."
321,"Empresa grande com oportunidade de crescimento, muitos benefícios, marketing muito forte entre os colaboradores. Empresa mundialmente conhecida!",p,"Large company with opportunity for growth, many benefits, very strong marketing among employees. World-renowned company!"
322,"Possibilidade de crescimento, variedade de áreas para trabalhar, oportunidade de participar de processos com outras empresas e outros profissionais de outros países",p,"Possibility of growth, variety of areas to work, opportunity to participate in processes with other companies and other professionals from other countries"
323,"A empresa se preocupa com todos, possui bastante oportunidades e possui clareza quanto aos objetivos do funcionário. Existe um relacionamento bem afetivo entre os superiores e os funcionários.",p,"The company cares about everyone, has plenty of opportunities and is clear about the employee\'s goals. There is a very affective relationship between superiors and employees."
324,A empresa possui plano de treinamento muito bom. Capacitando seus funcionarios e tornando aptos na execução das atividades rotineiras. Com processos definidos e atividades procedimentadas.,p,The company has a very good training plan. Empowering its staff and making them capable of carrying out routine activities. With defined processes and activities carried out.
325,Nada ! O direto comercial nacional é um bosal.... empresa extremamente política e está perdida no mercado ! Alto turnover e o único ponto positivo são as marcas .,p,Anything ! The national trade direct is a bosal .... extremely political company and is lost in the market! High turnover and the only positive point are the brands.
326,"Bom salário, carga horária boa e muitas oportunidades. Ótima para quem quer uma carreira de sucesso, orgulho do Brasil. Tem vários benefícios para os funcionários um deles é o CredBRF",p,"Good salary, good hours and many opportunities. Great for anyone who wants a successful career, Brazil pride. It has several benefits for employees one of them is the CredBRF"
327,bom relacionamento entre colaboradores e supervisores,p,good relationship between employees and supervisors
328,"Ambiente de extremo aprendizado! Ambiente muito colaborativo, pessoas muito capacitadas, ótimos profissionais! Sentimento de time realmente faz a diferença!",p,"Extremely learning environment! Very collaborative environment, very capable people, great professionals! Team feeling really makes the difference!"
329,"Programa bom, dá pra adquirir muito conhecimento e experiência, conhecer mais sobre gestão e sobre o chão de fábrica, dependendo da área da pra ser efetivado",p,"Good program, you can acquire much knowledge and experience, know more about management and the factory floor, depending on the area to be implemented"
330,"Organização impecável, treinamento e valorização dos funcionários. Aplicação do programa 5s de organização. Um lugar aonde não se encontra um alfinete fora do lugar.",p,"Impeccable organization, training and appreciation of employees. Application of the 5s program of organization. A place where you can not find a pin out of place."
331,"Estabilidade, equilíbrio e crescimento",p,"Stability, balance and growth"
332,"Muitos benefícios, oportunidades diversas, salários atrativos e etc. Mas com certeza existem muitos outras pontos positivos aos quais so sabem quem la trabalha.",p,"Many benefits, diverse opportunities, attractive salaries and so on. But of course there are many other good points to which only know who works."
333,"paga sempre o salario em dias, oferece refeiçoes aos seus colaboradores em restaurantes dentro da empresa, tem uma loja pra vender seus produtos aos seus colaboradores a um custo mais baixo",p,"always pays the salary in days, offers meals to its employees in restaurants within the company, has a store to sell its products to its employees at a lower cost"
334,"#Less stress and peaceful environment.
#Employees are friendly and helpful.",e,"#Less stress and peaceful environment.
#Employees are friendly and helpful."
335,"Gestão e muito boa, nos auxilia e procura desenvolver algumas habilidades nos funcionários, o tratamento é cordial, sabendo ser firme quando necessário e reconhecendo quando executamos um bom trabalho.",p,"Management is very good, helps us and seeks to develop some skills in the employees, the treatment is cordial, knowing how to be firm when necessary and recognizing when we do a good job."
336,"A empresa oferece suporte para o desenvolvimento pessoal e intelectual, tanto quanto chances de crescimento lá dentro, por meio de planos de carreiras.",p,The company provides support for personal and intellectual development as well as growth opportunities in there through career plans.
337,"Possibilidade de crescimento, ambiente voltado em metas, valorização dos melhores resultados, beneficios. adequados, valorização, qualidade dos produtos.",p,"Possibility of growth, environment focused on goals, valorization of the best results, benefits. product quality."
338,"É uma empresa muito dinâmica, com uma cultura extremamente voltada para resultados, ao mesmo tempo com uma cultura leve e com momentos de descontração no trabalho.",p,"It is a very dynamic company, with an extremely results-oriented culture, at the same time with a light culture and moments of relaxation at work."
339,"Benefícios, refeitório na empresa ,acesso direto ao supervisor, promoção.",p,"Benefits, cafeteria in the company, direct access to the supervisor, promotion."
340,"multinacional lider no seu segmento, varias oportunidades de crescimento, além de ótimos beneficios, como carro, plano de saude, cesta com produtos da cia, além de outros relacionados a uma multinacional.",p,"multinational leader in its segment, several growth opportunities, as well as great benefits, such as car, health plan, basket with products of the company, in addition to others related to a multinational."
341,"empresa incentiva participação nos programas que ajudam no desenvolvimento dos funcionários. Benefícios muito bons, ambiente agradável, ótimo para aprender.",p,"company encourages participation in programs that help employee development. Very good benefits, nice environment, great to learn."
342,"uma boa empresa para se trabalhar, boa para quem quer aprender a trabalhar e iniciar a sua carreira com grandes aprendizados .",p,"a good company to work for, good for those who want to learn to work and start their career with great learning."
343,"Empresa com oportunidades em várias localidades. Pessoas que amam o que fazem, principalmente na área produtiva. Engajamentidades das equipes na busca por resultados melhores.",p,"Company with opportunities in several locations. People who love what they do, especially in the productive area. Engagement of teams in search of better results."
344,The physical structure of the place was ok.,e,The physical structure of the place was ok.
345,"Ambiente de trabalho, oportunidade de aprendizado, mentoria, relacao direta com gestores. Empresa em fase de mudança, buscando pessoas boas e com ética.",p,"Work environment, learning opportunity, mentoring, direct relationship with managers. Company in the process of change, seeking good people and with ethics."
346,"Empresa com muitas oportunidades, honesta e com bons benefícios, para quem consegue lidar com a pressão é ótima para fazer carreira. Também existe possibilidade de deslocar para fora ou dentro do país.",p,"Company with many opportunities, honest and with good benefits, for those who can handle pressure is great for making a career. There is also the possibility of traveling outside or inside the country."
347,"Home Office, comedor gratis en el trabajo, 3 semanas de vacaciones. Te dan yerba cafe gratis. Licencia de paternidad para los padres. Prepaga",p,"Home Office, free dining at work, 3 weeks vacation. They give you free weed coffee. Paternity leave for parents. Prepaid"
348,Aprendizado intenso durante o dia a dia. Aprendemos com a pressão de uma fábrica que nunca pode parar. Contato com diversas pessoa e diversos níveis,p,Intense learning during the day. We learn from the pressure of a factory that can never stop. Contact with several people and different levels
349,"Crescimento para quem entrega dependendo da área, pessoas inteligentes e legais para se trabalhar, possibilidade de morar fora do Brasil ou em diferentes regiões do país",p,"Growth for those who deliver depending on the area, intelligent and legal people to work for, possibility of living outside Brazil or in different regions of the country"
350,"Buen ambiente de trabajo, hasta ahora me tope con muy buena gente que te hace amena la jornada de trabajo. Tiene buenos beneficios y permite un balance aceptable entre vida y trabajo.",p,"Good work environment, until now I met with very good people who make you enjoy working day. It has good benefits and allows an acceptable balance between life and work."
351,"Está aberta para novas ideias, mas precisa melhorar na execução. Ótimos produtos! O ambiente de trabalho tem melhorado e no escritório Global existe maior flexibilidade de horário e opção de Home Office.",p,"It is open to new ideas, but needs to improve on execution. Great products! The work environment has improved and in the Global office there is more flexible time and Home Office option."
352,"Possui ambiente informal; Lanchonete na empresa; Cartão ponto de exceção, somente devendo marcar o horário caso o fizesse diferente do contratado.",p,"It has an informal atmosphere; Snack bar in the company; Card exception point, only having to check the schedule if it made it different from the contracted one."
353,"Desenvolvimento técnico, ensina a ter residência, liberdade para opinar e ajudar a tomar decisões, mesmo não sendo de nível sênior, da espaço para os funcionários crescerem",p,"Technical development, teaches you to have residency, freedom to give opinions and help make decisions, even if not at the senior level, of the space for employees to grow"
354,"Empresa multinacional, conhecer e lidar com diferentes personalidades e vivenciar um ambiente de uma empresa do porte que a brf tem. A empresa alem de vr, tambem da uma cesta basica com os produtos. Flexibilidade de saídas de acordo com o gestor",p,"Multinational company, meet and deal with different personalities and experience an environment of a company of the size that brf has. The company besides you, also gives a basic basket with the products. Flexibility of outputs according to the manager"
355,"Plano de carreira, um pouco demorado, mas o importante é dar oportunidade para quem quer e corre atrás e prova que e merecedor isso incentiva os colaboradores e faz com que a empresa seja vista com outros olhos pelo mundo a fora.",p,"Career plan, a little time consuming, but the important thing is to give opportunity to whoever wants and runs behind and proves that and deserving it encourages employees and makes the company seen with other eyes around the world."
356,"Empresa com ambiente maravilhoso para trabalhar, e oferece muitos benefícios, porém se não usá-los com sabedoria no final do mês vc recebe 700 de salário pois os descontos são imensos!",p,"A company with a wonderful environment to work with, and offers many benefits, but if you do not use them wisely at the end of the month you receive 700 salaries because the discounts are immense!"
357,É uma empresa bem flexível e possui bom ambiente para trabalhar. A hierarquia não precisa ser respeitada e há muito contato do diretor com todos funcionários.,p,It is a very flexible company and has a good working environment. The hierarchy does not have to be respected and there is a lot of contact from the director with all employees.
358,"É uma empresa com ótimas oportunidades de carreira, bons benefícios e salários acima do praticado no setor. Possui oportunidades em todas a cadeia produtiva e pode ser um bom plano para a vida. Possui excelentes ferramentas de informação. A empresa dá boas oportunidades para profissionais jovens.",p,"It is a company with great career opportunities, good benefits and salaries above that practiced in the industry. It has opportunities throughout the production chain and can be a good plan for life. It has excellent information tools. The company gives good opportunities to young professionals."
359,"Desde de salários, ambiente de trabalho, colegas de trabalho, benefícios, alguns administradores da empresa e a grande qualidade da empresa a nível internacional.",p,"From wages, work environment, co-workers, benefits, some company managers and the great quality of the company at international level."
360,"Good pay, Less Bureaucracy, jovial environment",e,"Good pay, Less Bureaucracy, jovial environment"
